image_id,angle,speed,image_file_paths
10862,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10862.png
10863,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10863.png
10864,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10864.png
10865,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10865.png
10866,0.6875,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10866.png
10867,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10867.png
10868,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10868.png
10869,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10869.png
10870,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10870.png
10871,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10871.png
10872,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10872.png
10873,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10873.png
10874,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10874.png
10875,0.5,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10875.png
10876,0.1875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10876.png
10877,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10877.png
10878,0.6875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10878.png
10879,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10879.png
10880,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10880.png
10881,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10881.png
10882,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10882.png
10883,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10883.png
10884,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10884.png
10885,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10885.png
10886,0.75,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10886.png
10887,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10887.png
10888,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10888.png
10889,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10889.png
10890,0.6875,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10890.png
10891,0.8125,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10891.png
10892,0.4375,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10892.png
10893,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10893.png
10894,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10894.png
10895,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10895.png
10896,0.25,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10896.png
10897,0.75,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10897.png
10898,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10898.png
10899,0.75,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10899.png
10900,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10900.png
10901,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10901.png
10902,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10902.png
10903,0.0,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10903.png
10904,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10904.png
10905,0.4375,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10905.png
10906,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10906.png
10907,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10907.png
10908,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10908.png
10909,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10909.png
10910,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10910.png
10911,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10911.png
10912,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10912.png
10913,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10913.png
10914,0.875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10914.png
10915,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10915.png
10916,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10916.png
10917,0.375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10917.png
10918,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10918.png
10919,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10919.png
10920,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10920.png
10921,0.5,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10921.png
10922,0.625,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10922.png
10923,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10923.png
10924,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10924.png
10925,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10925.png
10926,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10926.png
10927,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10927.png
10928,0.625,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10928.png
10929,0.4375,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10929.png
10930,0.625,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10930.png
10931,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10931.png
10932,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10932.png
10933,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10933.png
10934,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10934.png
10935,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10935.png
10936,0.4375,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10936.png
10937,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10937.png
10938,0.6875,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10938.png
10939,0.625,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10939.png
10940,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10940.png
10941,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10941.png
10942,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10942.png
10943,0.8125,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10943.png
10944,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10944.png
10945,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10945.png
10946,0.3125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10946.png
10947,0.375,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10947.png
10948,0.6875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10948.png
10949,0.6875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10949.png
10950,0.5625,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10950.png
10951,0.5,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10951.png
10952,0.5,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10952.png
10953,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10953.png
10954,0.625,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10954.png
10955,0.5,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10955.png
10956,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10956.png
10957,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10957.png
10958,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10958.png
10959,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10959.png
10960,0.8125,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10960.png
10961,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10961.png
10962,0.125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10962.png
10963,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10963.png
10964,0.6875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10964.png
10965,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10965.png
10966,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10966.png
10967,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10967.png
10968,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10968.png
10969,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10969.png
10970,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10970.png
10971,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10971.png
10972,0.5625,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10972.png
10973,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10973.png
10974,0.6875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10974.png
10975,0.5625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10975.png
10976,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10976.png
10977,0.375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10977.png
10978,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10978.png
10979,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10979.png
10980,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10980.png
10981,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10981.png
10982,0.5,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10982.png
10983,0.375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10983.png
10984,0.6875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10984.png
10985,0.5,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10985.png
10986,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10986.png
10987,0.6875,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10987.png
10988,0.75,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10988.png
10989,0.5,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10989.png
10990,0.4375,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10990.png
10991,0.4375,0.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10991.png
10992,0.4375,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10992.png
10993,0.8125,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10993.png
10994,0.625,1.0,G:\My Drive\0. MSc MLiS\google SPRING SEMESTER\1. PHYS4036 MLiS2\MLiS2 Project\KAGGLEDATAmachine-learning-in-science-ii-2025\training_data\training_data\10994.png
